neuron_id,in_degree,out_degree
108795,21,20
108875,13,17
109080,13,28
109298,20,24
109412,25,16
109420,14,26
109561,17,33
109643,13,24
109733,13,23
109736,15,14
109749,16,23
109841,14,22
110034,19,23
110242,14,28
110299,15,25
110478,18,20
110790,13,25
110826,14,27
110863,15,16
111061,22,25
111066,17,26
111166,16,24
111357,21,18
111358,15,22
111559,14,20
111614,14,22
111778,15,21
111953,19,23
112024,17,21
112086,14,25
112135,19,23
112518,16,19
112591,14,22
112629,16,30
112781,27,24
112887,14,24
112921,18,23
113143,17,21
113160,15,26
113210,19,16
113284,14,22
113294,20,25
113424,14,18
113583,21,25
113628,19,24
113747,16,18
113819,16,20
113844,13,21
114145,21,19
114455,14,27
114512,14,16
114547,13,19
114950,9,24
114975,12,27
114983,16,21
115178,11,23
115272,17,24
115314,17,22
115527,19,22
115851,13,23
115943,22,21
116026,14,18
116179,11,24
116181,10,28
116583,18,15
116608,14,19
116726,18,21
116841,14,13
116918,16,22
116928,15,21
116930,16,18
116937,15,18
116997,16,28
117062,11,21
117230,15,23
117295,14,16
117331,15,23
117727,14,21
117763,13,19
117916,14,15
117961,13,21
118017,16,24
118437,11,16
118498,11,20
118533,93,23
118542,22,21
118782,21,20
118834,12,17
118875,13,16
119040,19,21
119644,16,13
119983,19,24
120824,15,28
121380,13,24
121387,10,23
121482,19,21
121636,15,23
121756,16,23
122229,15,23
122649,19,22
122882,18,17
123109,21,25
123639,14,23
124506,18,17
124683,15,17
124829,11,17
125152,12,16
125425,13,22
125431,17,17
125497,12,17
125779,14,20
125897,16,24
126235,11,20
126461,14,19
127137,9,18
127631,13,21
127696,11,15
127715,11,18
128449,14,22
128651,17,16
128751,9,25
128791,19,24
129001,8,18
129049,12,20
129218,12,20
129273,12,21
129704,15,19
129827,14,17
129851,13,23
130350,15,21
130489,13,20
130610,17,22
130670,12,20
130915,17,33
131345,12,14
131458,13,19
131550,16,22
131561,16,20
131731,15,15
131760,12,16
131849,15,17
131982,19,25
132772,17,20
132863,13,27
133456,17,25
133680,18,13
133872,13,13
134218,15,18
134503,10,17
134568,11,21
134629,15,18
136755,13,25
138035,13,17
138314,11,15
138329,14,29
139693,13,19
139726,15,19
140014,13,17
140409,15,22
140529,11,10
141072,38,37
141196,11,13
141270,14,16
141527,19,24
142742,14,18
143075,14,15
143305,15,25
143416,13,22
143736,65,38
144031,17,18
144951,18,25
145201,12,13
145543,12,20
145849,12,12
145934,13,15
146178,17,19
146606,21,25
146897,14,22
149213,14,24
150287,20,20
151422,14,17
151842,23,22
151961,14,18
152777,2,25
154656,10,11
154713,13,20
156078,17,22
157187,20,23
158151,18,16
159385,14,31
159609,14,18
160495,16,25
161160,12,14
161317,18,26
161703,16,19
162186,14,18
162289,14,21
162760,16,22
163014,9,22
163397,12,25
163736,10,14
165058,17,17
165844,14,22
165915,13,11
169534,14,27
170023,14,18
170987,16,23
172690,14,21
174356,14,19
177912,21,9
178161,13,19
183154,13,23
183676,10,21
186623,13,22
187150,32,24
188480,17,19
190817,17,9
194230,14,19
194530,10,20
196557,15,18
220109,7,6
259833,16,16
293824,18,24
313572,85,19
512195,77,63
512479,126,70
512869,89,62
512970,68,32
513571,57,24
513613,32,21
513820,94,73
514032,107,51
514101,121,63
514472,22,21
514669,105,10
514675,55,43
514846,204,71
514897,54,30
514904,59,23
515174,50,24
515522,82,48
515794,30,22
515832,102,75
515901,161,67
516415,46,28
516494,80,25
516495,60,25
517155,136,62
517691,44,42
517814,19,24
517856,105,94
517884,86,72
518151,65,26
518349,26,27
518566,118,78
518595,46,44
518845,24,41
518982,58,33
519081,92,13
519094,79,43
519154,127,80
519647,98,20
520167,64,24
520346,82,14
520356,102,58
520804,122,55
521049,76,34
521068,113,17
521277,45,21
521501,83,13
522365,60,22
522395,79,46
522463,14,19
523599,1540,2106
523658,98,14
523663,85,10
523852,96,14
523958,119,15
524089,214,86
524420,56,34
524745,116,69
524865,25,26
525147,78,15
525185,78,10
525341,132,60
525714,62,41
526156,50,25
526328,48,36
526943,58,29
527040,80,61
527317,46,25
527434,135,74
527528,61,48
527551,14,25
529012,64,45
529184,67,39
529276,40,35
529469,46,25
529674,77,24
529856,135,131
530115,106,47
530374,58,26
530465,88,64
530774,142,98
530818,82,14
530998,55,31
531124,69,57
531159,103,18
531182,72,53
531338,91,15
531352,107,66
531376,82,65
531619,74,35
531620,176,67
531625,32,18
531904,95,96
532031,19,10
532156,63,28
532456,16,30
533809,33,20
533828,12,18
533829,15,17
533830,10,11
533933,85,59
534125,49,22
534190,78,62
534225,107,19
534262,13,23
534433,84,53
534843,45,21
535130,44,20
535256,89,52
535480,20,21
536148,40,25
536241,33,30
536607,37,19
537164,21,22
537500,112,53
538091,32,10
538985,96,50
539013,70,41
539148,102,30
539595,50,26
539769,16,17
539891,24,26
540496,43,29
541538,18,19
541583,23,20
541654,20,23
541820,39,18
542048,12,12
542067,47,30
542633,15,20
542711,18,24
542732,88,12
542820,41,21
543308,18,18
543319,17,19
543363,21,20
543377,14,29
543737,15,25
543738,15,25
544332,20,23
544470,19,29
544493,17,17
544494,14,21
544526,12,14
544876,10,19
544892,36,35
544938,16,30
545101,10,20
545105,16,31
545138,19,22
545219,13,17
545248,18,17
545721,10,14
545911,21,18
546219,16,29
546251,16,17
546252,13,15
546337,18,28
546366,16,26
546403,20,25
546410,22,24
546752,14,24
547118,13,26
547443,107,19
547529,24,28
547634,21,23
547790,19,20
547797,14,23
547814,18,26
547827,13,25
547989,14,25
548023,21,24
548291,13,26
548581,13,31
548750,15,15
548806,22,23
548807,17,20
549016,11,17
549028,13,19
549121,16,14
549199,13,35
549253,16,20
549290,12,13
549603,17,22
549679,15,24
549734,13,22
550003,14,18
550167,18,13
550436,21,18
550699,10,12
550761,43,20
550789,13,14
550897,13,14
551018,11,15
551045,16,15
551060,14,18
551166,13,15
551592,13,13
551748,23,19
551752,17,16
553604,15,18
558588,80,38
562851,15,10
568288,20,22
575548,13,30
575586,84,13
575854,16,25
580456,42,21
580532,87,13
580562,20,22
580616,12,21
580777,44,32
580817,18,23
580996,12,21
581059,36,10
588416,42,24
932169,14,24
10005,691,214
10030,661,430
10041,379,1183
10048,291,300
10070,660,202
10109,736,461
10110,385,1225
10192,392,346
10210,223,104
10265,203,481
10333,319,174
10442,296,225
10479,74,159
10510,210,522
10525,318,74
10527,282,230
10546,225,141
10606,246,135
10636,242,86
10654,296,286
10830,275,141
10884,231,186
10885,284,279
10971,402,213
10989,338,186
11002,376,173
11028,324,200
11051,213,3
11074,247,174
11163,272,79
11186,162,121
11232,142,112
11265,157,5
11288,250,151
11306,301,113
11332,248,164
11338,300,144
11351,192,143
11410,215,201
11441,179,66
11445,308,162
11457,218,128
11577,103,35
11626,486,158
11636,129,101
11659,154,134
11750,291,67
11795,287,63
11797,237,157
11814,279,215
11823,113,237
11955,215,135
12069,97,94
12297,99,74
12324,175,128
12348,246,132
12391,219,56
12506,276,171
12593,130,104
12627,174,62
12767,90,89
12830,164,95
13050,142,116
13084,169,96
13183,97,94
13289,220,133
13291,167,92
13501,198,130
13534,138,72
13568,60,93
13987,104,61
14040,99,149
14093,100,124
14373,152,64
14458,178,67
14648,129,69
14681,100,95
14777,91,66
15505,142,72
15720,122,145
16938,181,60
16986,122,54
17908,100,59
18303,158,60
18777,49,60
18928,88,103
19283,103,51
19586,30,52
19686,163,48
19799,52,36
20594,114,68
20744,80,80
22126,58,63
22524,54,56
23230,81,91
23775,142,52
23829,49,44
24593,96,149
24626,71,49
25498,30,49
25555,39,36
26203,68,42
26672,21,54
27712,235,101
27800,40,31
28770,65,53
28940,50,57
30194,394,223
31330,257,128
31434,32,36
32069,72,99
32081,64,44
33020,70,64
33289,240,111
34265,52,53
36963,26,38
37378,53,52
38847,147,121
39510,103,38
39609,56,39
40028,18,47
41156,46,54
42132,61,32
42543,27,23
42625,85,53
45722,42,44
46259,121,41
51658,190,87
51887,34,27
55361,87,71
55546,37,43
63923,139,90
67889,137,55
68005,123,80
71751,48,25
72857,44,22
73647,56,21
76145,88,53
79381,29,27
81884,28,47
82950,72,47
88651,34,28
89545,86,53
94247,48,43
98388,65,45
98545,77,44
100006,70,63
104367,43,46
116987,90,49
134386,61,33
200284,227,155
230783,469,345
233071,103,69
240034,42,23
511776,229,105
511784,371,118
511797,351,355
512071,207,167
513711,362,168
513791,126,179
513929,48,34
515034,249,110
515310,62,51
516362,134,69
516911,153,91
517465,212,95
518450,154,54
518835,40,55
519400,96,84
519412,99,30
519413,284,84
519460,205,187
519461,290,102
519624,342,205
519817,153,76
519896,273,231
519944,164,152
519945,225,54
519951,122,52
520117,175,127
520222,62,30
520388,267,83
520613,337,87
521147,167,107
521190,308,166
521305,299,145
521525,102,104
521527,225,132
521529,231,104
521650,251,259
522472,444,112
523769,557,256
523862,154,112
523945,195,63
524317,96,40
524483,122,93
524893,388,183
524894,23,49
525960,352,237
527589,137,50
529488,113,96
529710,124,107
530153,252,66
532947,87,143
533531,43,48
533532,44,48
555726,325,230
555727,207,179
557800,90,59
575669,132,168
578855,97,74
581131,319,185
588857,179,83
803433,261,204
10006,1149,23
10076,16,60
10205,363,226
10454,270,152
10627,342,4
10754,168,0
10846,313,170
10854,67,86
10952,303,164
11035,236,306
11316,151,7
11458,175,103
11500,185,91
13212,143,117
16614,83,10
21414,86,10
44205,31,0
47867,50,29
50424,30,0
192306,192,1
513812,123,94
519265,8,38
522969,157,130
523349,118,163
10009,6660,7570
10072,388,1171
10787,106,338
10836,72,189
12584,61,60
22878,99,12
37680,22,72
38220,19,32
39697,8,17
39894,24,25
41566,30,77
42435,110,69
58273,19,24
60839,17,37
62078,20,75
62130,6,16
63847,9,13
65399,17,25
70245,4,17
71174,19,27
71447,27,35
72377,14,27
74994,17,28
75510,26,30
76118,9,17
76140,19,28
76410,25,66
76716,15,32
76788,26,28
76994,21,32
77291,18,21
77361,21,26
77395,26,18
77484,21,30
77527,20,29
77557,19,25
78086,20,33
78190,9,19
78317,20,26
78477,15,24
78556,19,23
78739,26,24
78940,23,32
79253,18,26
79259,22,21
79271,20,27
79297,21,31
79314,21,21
79325,19,30
79413,20,20
79449,24,27
79501,8,21
79704,14,27
79781,6,16
79796,17,21
79875,24,36
80033,18,29
80142,6,20
80197,20,30
80282,15,27
80307,19,22
80374,20,27
80483,18,36
80501,7,18
80564,21,31
80582,20,32
80647,7,15
80670,17,28
80699,20,26
80777,21,32
80812,22,30
80881,8,16
80906,14,27
80913,21,26
81015,24,25
81041,4,15
81301,7,19
81327,6,19
81370,15,29
81378,25,19
81401,25,20
81486,17,20
81491,13,19
81582,24,30
81623,21,31
81721,19,24
81734,6,20
81831,8,20
81859,21,31
81897,21,37
82003,5,19
82022,19,32
82042,18,25
82072,21,28
82082,24,30
82099,22,28
82194,23,46
82299,18,35
82313,19,30
82346,19,35
82391,18,28
82394,6,24
82409,23,31
82425,17,20
82536,21,29
82549,23,25
82576,18,15
82674,21,27
82705,18,27
82730,22,28
82833,19,28
82937,7,24
82959,6,21
82963,17,26
82979,8,16
83004,18,24
83009,23,24
83042,22,20
83060,7,16
83067,22,21
83125,21,20
83167,16,22
83174,20,30
83175,20,28
83185,5,18
83191,21,24
83201,22,27
83204,15,27
83302,18,26
83375,9,21
83438,23,24
83462,7,12
83465,17,24
83534,21,34
83545,5,21
83582,27,36
83583,21,19
83594,24,31
83613,20,25
83657,6,21
83677,21,31
83686,7,16
83689,18,27
83693,20,28
83713,21,23
83753,7,18
83788,16,18
83847,17,33
83849,17,32
83917,20,30
83926,16,31
83946,20,28
83954,7,21
83973,7,17
83979,19,26
84008,20,42
84012,18,31
84050,21,29
84052,19,24
84063,26,20
84086,19,35
84105,14,23
84112,17,27
84134,18,31
84229,20,26
84264,17,31
84267,23,33
84292,22,24
84318,7,18
84328,21,27
84366,20,20
84478,9,19
84483,22,32
84490,19,27
84530,20,24
84582,12,16
84631,17,35
84718,9,14
84762,21,29
84776,15,18
84788,19,25
84851,11,14
84861,20,35
84878,8,18
84890,18,20
84896,6,18
84918,5,19
84980,19,20
85007,21,33
85024,19,32
85026,4,17
85074,19,29
85077,12,29
85092,22,25
85126,20,26
85140,8,19
85152,22,34
85154,20,33
85170,18,26
85173,21,33
85176,7,17
85205,23,34
85229,19,39
85236,8,18
85351,10,19
85378,25,25
85429,24,28
85486,19,26
85536,23,25
85539,12,20
85598,14,23
85657,24,30
85695,6,19
85708,20,25
85716,17,31
85731,17,26
85741,20,31
85778,22,21
85820,6,17
85866,26,19
85889,7,15
85895,22,39
85924,19,28
85927,20,22
85934,19,17
85938,17,32
85979,19,19
85988,5,15
86027,7,23
86141,19,19
86159,22,36
86175,22,33
86195,6,19
86232,10,23
86284,21,27
86360,21,34
86371,5,18
86390,18,24
86416,22,34
86445,23,21
86488,23,40
86504,20,21
86558,22,22
86578,25,36
86591,17,32
86617,8,17
86635,22,30
86645,12,16
86652,6,21
86686,21,34
86696,17,31
86697,18,31
86703,18,20
86775,29,28
86778,16,25
86786,7,16
86807,16,32
86856,8,14
86860,26,26
86870,16,31
86893,18,24
86907,23,33
86932,19,23
86992,19,20
87008,17,18
87010,10,17
87014,21,28
87066,20,36
87098,15,17
87106,22,28
87196,7,17
87203,23,25
87208,11,20
87241,24,28
87289,21,26
87315,23,38
87326,23,35
87347,14,32
87349,8,20
87358,20,27
87381,6,15
87392,18,29
87406,22,25
87412,17,31
87417,21,30
87424,19,22
87428,13,32
87429,21,21
87479,19,25
87486,19,23
87504,6,16
87520,5,18
87565,17,28
87566,19,24
87583,4,15
87614,18,34
87646,23,34
87656,18,27
87665,7,20
87675,21,25
87699,15,28
87763,24,30
87808,22,25
87810,21,36
87814,27,25
87822,20,24
87845,25,26
87873,15,22
87894,7,14
87896,22,26
87897,20,31
87903,22,31
87925,5,18
87936,23,31
87937,17,30
87939,14,24
87943,15,32
87960,22,24
87994,8,20
88005,21,24
88018,16,39
88039,20,38
88063,17,20
88064,17,29
88067,19,21
88084,17,23
88095,23,22
88127,17,21
88140,25,36
88148,7,18
88149,7,17
88152,30,32
88165,20,26
88167,22,18
88179,23,22
88229,23,22
88265,12,21
88266,15,14
88281,18,20
88320,9,18
88331,24,34
88353,15,23
88371,25,22
88377,19,21
88398,18,25
88406,17,19
88410,5,21
88415,23,32
88416,19,38
88475,5,16
88488,20,27
88491,21,30
88540,17,22
88575,20,20
88604,22,21
88617,21,25
88621,9,18
88625,21,41
88642,19,33
88659,9,19
88688,18,31
88698,25,23
88713,5,17
88722,19,31
88725,22,27
88726,19,18
88749,18,19
88777,17,35
88811,9,19
88815,13,21
88816,16,38
88825,16,22
88840,19,33
88850,9,17
88880,6,21
88885,22,21
88888,17,28
88898,25,32
88907,6,17
88915,7,20
88922,24,33
88930,8,16
88933,23,33
88959,9,18
88992,18,32
89005,16,24
89016,17,21
89020,23,26
89023,8,16
89025,19,29
89032,23,19
89059,9,20
89062,9,17
89078,19,25
89092,18,39
89099,22,22
89102,21,18
89125,20,22
89136,24,34
89138,8,15
89142,17,18
89147,9,15
89177,4,20
89188,21,30
89200,27,40
89223,22,25
89244,18,33
89251,7,23
89252,24,26
89262,19,27
89282,23,31
89290,19,25
89298,6,18
89309,8,15
89319,5,15
89339,17,32
89368,25,34
89374,5,18
89383,23,35
89409,22,33
89416,17,35
89417,5,19
89421,16,28
89422,6,15
89429,6,17
89434,21,39
89455,23,35
89458,22,21
89460,24,22
89483,20,32
89535,5,15
89541,22,23
89560,21,34
89598,23,21
89614,23,36
89693,10,18
89740,20,34
89764,26,23
89784,17,23
89813,17,23
89816,20,14
89824,16,19
89825,18,30
89845,8,22
89852,15,24
89855,21,39
89864,14,20
89866,22,23
89881,26,38
89888,15,41
89889,5,16
89899,14,16
89901,29,28
89933,6,19
89934,21,22
89947,19,33
89953,6,12
89954,7,18
89963,9,18
89971,22,31
89992,4,18
90010,22,39
90016,9,13
90018,21,20
90027,20,32
90036,11,26
90049,20,32
90052,18,29
90058,21,22
90077,20,26
90097,20,38
90111,25,22
90112,14,31
90120,5,17
90121,20,18
90133,6,17
90135,23,30
90145,22,32
