neuron_id,in_degree,out_degree
54790,48,66
54811,76,129
54826,34,57
54847,69,136
54887,81,145
54894,34,55
54928,70,118
54945,76,142
54990,59,122
55043,201,138
55074,59,119
55080,69,155
55085,77,133
55090,81,152
55101,90,170
55133,90,152
55157,74,144
55200,76,133
55232,69,123
55235,72,129
55325,38,65
55328,75,139
55342,87,152
55350,316,248
55357,71,140
55475,64,132
55511,70,129
55514,73,132
55520,46,61
55554,111,243
55562,75,137
55594,41,65
55632,40,55
55654,73,145
55689,222,289
55778,71,150
55806,46,56
55908,72,144
55923,72,128
55960,54,57
55972,72,151
55976,94,161
55996,38,71
56054,79,138
56067,75,144
56084,77,135
56093,67,132
56131,73,147
56219,58,119
56248,77,148
56272,78,144
56298,255,222
56321,45,55
56509,78,153
56558,75,139
56579,85,150
56669,61,124
56720,72,149
56736,77,139
56753,86,139
56815,171,126
56821,40,57
56927,69,115
57028,95,232
57038,89,158
57134,40,59
57138,65,126
57186,42,54
57239,93,170
57271,74,135
57293,78,154
57339,62,109
57349,80,159
57373,65,132
57405,81,135
57424,40,60
57476,75,146
57500,42,60
57516,77,124
57531,49,64
57549,81,138
57579,57,65
57609,76,147
57621,55,65
57650,41,53
57678,42,65
57860,56,55
57874,50,60
57878,71,128
57889,45,78
57918,77,134
58030,67,114
58064,42,59
58119,82,137
58165,55,63
58203,48,59
58240,73,137
58248,68,133
58253,89,154
58261,50,63
58268,47,60
58273,76,100
58302,68,131
58313,42,61
58315,45,68
58352,74,149
58380,39,65
58383,84,127
58417,65,128
58478,71,139
58521,77,147
58544,37,59
58564,71,131
58580,275,195
58604,68,115
58614,63,134
58666,46,56
58676,95,151
58764,67,132
58770,67,135
58781,71,132
58823,44,62
58852,52,56
58865,48,57
58882,107,216
58899,71,141
58919,77,143
58956,45,56
58986,77,122
59004,44,63
59008,71,150
59060,38,58
59092,43,71
59164,78,137
59187,46,56
59215,74,143
59221,44,61
59250,67,121
59253,80,141
59313,59,120
59331,38,52
59349,77,132
59350,44,67
59377,62,136
59397,92,163
59433,49,65
59454,40,61
59492,81,128
59566,88,122
59621,42,63
59634,47,55
59668,41,60
59699,49,59
59743,71,132
59759,35,69
59780,72,147
59804,86,146
59868,74,113
59870,48,65
60027,40,58
60062,80,132
60078,80,151
60114,72,155
60286,77,122
60294,70,130
60306,71,136
60333,195,158
60357,47,53
60375,45,69
60376,73,141
60382,169,129
60386,35,59
60427,44,52
60600,37,57
60638,81,0
60702,69,138
60727,172,169
60743,85,134
60803,45,63
60804,40,61
60832,62,124
60839,72,93
60905,34,63
60908,76,141
60918,75,148
60943,45,54
60969,66,127
60988,77,141
61110,65,129
61159,67,126
61181,39,56
61193,70,136
61329,61,117
61338,78,146
61407,34,55
61419,44,73
61452,65,106
61455,71,153
61472,66,126
61485,138,245
61566,47,65
61603,70,124
61614,81,144
61651,55,58
61719,41,58
61831,181,206
61836,58,133
61844,38,57
61857,79,161
61882,101,214
61926,203,136
61958,77,134
61976,45,60
61988,83,140
62041,41,66
62065,80,143
62078,78,144
62091,64,109
62129,77,143
62130,42,54
62150,44,55
62167,74,169
62228,71,146
62239,57,119
62294,42,60
62342,109,211
62348,68,125
62399,67,121
62421,76,127
62425,79,140
62512,71,144
62528,72,146
62584,35,54
62741,101,214
62789,80,154
62799,46,57
62820,76,129
62825,46,47
62863,112,230
62873,91,153
63006,36,58
63038,43,66
63060,78,156
63101,47,60
63108,78,128
63139,71,146
63175,84,151
63207,81,142
63225,82,160
63235,125,105
63420,75,167
63470,213,207
63541,73,136
63559,68,131
63579,89,144
63584,42,61
63657,37,66
63677,71,125
63703,87,135
63819,88,132
63847,33,52
63945,54,109
63997,80,142
64043,43,59
64045,70,136
64069,69,130
64084,45,59
64095,100,198
64200,40,64
64229,72,123
64344,163,192
64347,41,46
64360,107,226
64391,79,138
64392,189,196
64397,43,57
64580,110,259
64582,72,132
64586,78,132
64608,92,134
64759,141,208
64760,78,133
64832,49,55
64844,42,59
64855,201,135
64870,72,121
64962,47,55
64984,78,154
65004,28,48
65067,89,124
65214,40,54
65280,197,141
65294,112,212
65399,72,92
65411,42,51
65425,61,129
65436,77,111
65560,69,134
65736,66,105
65749,80,151
65766,143,190
65828,35,54
65833,83,169
65861,74,118
65862,126,168
66005,108,183
66159,103,210
66160,209,198
66248,89,136
66339,83,147
66363,39,56
66374,114,186
66429,78,144
66494,210,190
66497,76,143
66498,40,49
66529,110,214
66535,83,126
66556,37,56
66589,226,176
66593,148,171
66629,58,130
66777,42,63
66852,85,171
66867,45,52
66958,53,88
66981,36,51
67230,67,122
67366,81,121
67399,104,228
67542,83,163
67546,45,59
67614,82,149
67667,83,147
67676,76,114
67811,43,55
67825,46,61
67859,73,134
67918,82,148
68011,72,148
68026,38,64
68056,112,215
68108,75,131
68124,107,197
68286,75,140
68375,72,146
68451,101,242
68497,66,142
68510,86,148
68539,83,146
68721,117,251
68725,79,150
68752,33,54
68813,79,157
68835,37,61
68842,200,137
68912,42,70
68985,77,125
69021,79,144
69062,54,107
69066,82,122
69184,42,62
69218,42,57
69268,97,203
69285,69,132
69305,79,129
69314,62,114
69460,59,109
69473,79,145
69492,92,134
69751,39,61
69792,80,153
69840,48,54
69881,85,151
69910,97,146
69959,71,131
70079,86,139
70132,432,478
70150,64,131
70205,79,135
70245,39,50
70280,71,143
70289,81,160
70295,81,176
70314,72,132
70369,67,127
70418,114,227
70420,72,119
70546,88,159
70563,52,109
70606,75,121
70607,187,128
70731,67,130
70807,60,122
70903,87,152
70936,36,27
71010,30,56
71025,77,133
71057,75,126
71060,88,172
71086,84,164
71164,81,144
71174,58,75
71383,116,117
71410,89,185
71447,85,115
71452,82,160
71455,44,60
71467,128,106
71521,85,144
71608,75,131
71640,54,100
71653,179,129
71667,22,28
71723,92,149
71726,169,207
71727,77,140
71766,91,223
71790,85,147
71933,184,138
72050,61,125
72220,79,142
72226,70,143
72377,74,76
72501,86,148
72706,72,119
72893,197,133
72914,81,133
72920,53,116
72975,83,152
73128,27,28
73240,68,116
73448,89,142
73467,41,70
73473,39,60
73538,117,207
73596,66,116
73632,74,137
73727,75,126
73756,83,127
73767,76,151
73836,79,160
73882,35,20
73889,65,96
73896,73,119
74019,106,213
74073,76,132
74196,74,142
74272,210,129
74385,69,136
74411,74,133
74419,51,111
74474,158,116
74491,39,29
74506,76,147
74554,70,186
74615,42,60
74670,74,137
74994,69,78
75076,182,119
75121,202,123
75123,111,222
75398,72,134
75478,93,113
75486,78,155
75510,85,104
75567,55,111
75588,201,177
75746,191,144
75827,61,124
75976,178,217
76020,75,148
76118,54,51
76140,61,83
76173,248,223
76252,40,48
76296,110,192
76298,58,89
76397,172,135
76410,82,145
76424,176,155
76428,91,203
76501,72,120
76551,82,125
76651,59,135
76662,186,202
76716,79,104
76788,87,85
76865,29,44
76924,67,134
76994,63,83
77156,73,134
77163,66,120
77291,69,81
77310,30,48
77361,71,89
77386,37,70
77395,81,80
77440,85,120
77472,202,245
77484,67,87
77510,85,158
77527,72,92
77529,79,134
77557,71,78
77606,75,188
77798,61,104
78020,84,127
78062,99,219
78063,60,110
78086,73,110
78190,31,49
78245,246,238
78317,65,80
78477,66,86
78526,55,116
78556,65,76
78626,74,132
78646,75,130
78691,184,145
78739,75,95
78786,58,119
78940,78,113
78986,29,54
79014,135,167
79247,64,104
79253,77,88
79254,30,17
79259,88,85
79271,75,88
79297,71,102
79314,73,78
79322,36,63
79325,69,91
79353,76,165
79413,67,58
79449,82,91
79501,52,59
79527,62,114
79704,67,89
79770,99,212
79774,132,87
79781,37,56
79796,78,86
79818,75,116
79828,37,56
79875,73,105
80026,77,145
80033,77,86
80044,69,115
80060,37,19
80095,30,53
80142,40,62
80197,73,79
80246,77,115
80282,92,107
80307,85,89
80359,70,123
80374,77,77
80406,42,64
80483,82,102
80501,37,46
80564,75,100
80582,78,97
80595,130,117
80623,81,146
80647,35,53
80670,54,83
80693,183,106
80699,64,82
80705,28,30
80742,67,119
80770,37,52
80777,78,112
80780,67,142
80803,62,114
80812,66,103
80881,42,52
80906,76,98
80913,80,87
80942,96,113
81015,76,87
81041,34,51
81043,74,128
81059,71,125
81301,39,52
81327,33,41
81346,82,131
81370,71,96
81378,86,84
81401,78,77
81486,85,79
81491,76,69
81575,186,40
81578,84,111
81582,76,81
81623,71,101
81677,68,135
81721,67,90
81734,42,60
81802,79,134
81812,58,113
81831,46,49
81859,70,106
81897,61,103
81903,69,136
81932,58,132
81949,63,96
81992,160,107
82003,47,51
82022,72,88
82042,75,87
82072,72,87
82082,68,99
82099,85,97
82156,43,25
82162,169,152
82168,74,157
82177,83,138
82185,73,122
82194,77,108
82250,27,51
82299,81,90
82307,31,25
82313,67,90
82346,63,83
82391,69,107
82394,47,59
82409,73,99
82425,72,86
82536,84,81
82549,80,91
82560,37,54
82576,61,72
82610,86,137
82674,69,93
82705,62,81
82729,65,87
82730,76,98
82742,79,168
82773,75,144
82833,56,84
82918,64,125
82937,39,59
82959,50,52
82963,73,108
82979,49,62
83004,78,90
83009,79,100
83033,72,134
83042,83,90
83049,24,57
83060,29,54
83067,74,85
83073,175,108
83125,69,76
83167,74,76
83174,80,95
83175,64,71
83185,35,50
83191,74,97
83201,79,88
83204,72,89
83212,73,189
83302,77,94
83344,115,99
83375,38,53
83438,70,96
83462,36,42
83465,82,91
83534,64,99
83545,39,50
83553,81,211
83582,75,108
83583,72,91
83594,97,112
83613,68,85
83657,39,59
83677,79,107
83686,34,51
83689,70,102
83693,78,93
83713,76,83
83753,34,55
83760,113,103
83788,79,83
83847,65,92
83849,73,85
83883,126,176
83917,80,95
83926,65,89
83946,77,89
83954,45,52
83973,48,58
83976,26,23
83979,76,84
83982,195,112
84008,67,106
84012,64,80
84043,39,59
84050,74,90
84052,81,81
84063,84,89
84085,68,144
84086,68,98
84105,80,67
84112,69,91
84134,66,95
84229,68,87
84264,72,96
84267,76,97
84271,24,41
84292,61,89
84318,43,59
84328,71,80
84361,26,45
84366,73,78
84420,99,186
84448,161,218
84457,65,89
84458,76,155
84464,72,123
84478,48,63
84483,89,91
84486,69,135
84490,83,97
84492,82,143
84530,73,77
84549,54,80
84582,63,66
84631,79,104
84718,53,50
84762,70,87
84771,36,71
84776,70,81
84788,81,88
84851,54,47
84861,82,109
84865,35,29
84878,40,48
84890,75,72
84896,36,51
84918,44,55
84980,78,77
85007,79,100
85024,82,95
85026,38,51
85074,77,87
85077,70,73
85092,86,89
85093,30,22
85126,71,92
85140,41,52
85152,82,100
85154,80,90
85170,80,83
85173,64,92
85176,39,42
85205,67,87
85229,76,114
85236,39,52
85255,35,32
85351,40,49
85371,73,127
85378,72,96
85429,80,93
85486,58,77
85536,87,103
85539,55,61
85589,39,20
85598,74,66
85657,61,101
85695,44,53
85708,73,96
85716,58,81
85731,69,84
85741,75,100
85778,77,64
85793,68,124
85820,43,60
85866,72,67
85889,42,57
85895,94,111
85924,59,100
85927,76,84
85934,86,76
85938,79,105
85979,69,61
85988,39,53
86014,81,134
86027,45,54
86049,159,120
86141,72,81
86143,198,43
86149,171,112
86154,76,144
86159,83,92
86175,75,103
86181,62,131
86195,47,49
86232,35,58
86284,71,94
86288,34,32
86301,72,126
86360,62,105
86371,28,51
86390,69,68
86416,73,100
86445,68,74
86488,61,94
86504,80,72
86558,83,86
86578,79,106
86591,63,82
86595,71,124
86617,35,56
86627,90,98
86635,77,105
86640,111,173
86645,61,61
86652,47,53
86686,83,104
86696,71,83
86697,62,85
86703,76,94
86705,166,101
86775,76,91
86778,69,104
86782,180,120
86786,43,54
86804,155,109
86807,69,97
86833,70,134
86856,33,50
86860,91,89
86870,79,83
86893,67,88
86907,85,110
86932,65,76
86992,58,73
87008,66,67
87010,48,54
87014,72,90
87066,76,108
87098,64,67
87106,72,81
87196,47,56
87203,75,113
87208,51,67
87241,84,100
87251,148,151
87289,73,94
87315,80,100
87326,79,100
87347,70,94
87349,42,55
87358,73,77
87381,44,67
87392,64,84
87406,79,77
87412,85,108
87417,64,78
87424,70,78
87428,68,87
87429,54,73
87479,78,87
87486,79,86
87504,32,54
87520,42,58
87565,72,94
87566,70,75
87583,27,55
87613,99,240
87614,77,86
87646,92,106
87656,74,86
87665,41,52
87675,71,82
87699,63,73
87763,80,101
87808,78,75
87810,80,99
87814,88,92
87822,72,78
87845,81,82
87873,64,90
87878,57,124
87894,46,54
87896,74,108
87897,64,83
87903,76,89
87925,34,54
87936,67,98
87937,81,93
87939,68,71
87943,59,76
87960,66,75
87994,34,57
87997,36,21
88005,59,74
88018,72,98
88020,82,137
88039,72,105
88063,80,80
88064,74,98
88067,75,79
88084,75,81
88095,51,81
88127,76,73
88130,29,31
88140,84,114
88144,73,124
88148,47,54
88149,49,51
88152,83,89
88165,79,100
88167,68,67
88179,85,86
88229,77,81
88265,62,65
88266,70,70
88281,70,74
88292,68,113
88320,47,46
88331,69,96
88353,63,74
88371,69,55
88377,62,77
88398,71,100
88406,62,73
88410,35,57
88415,72,96
88416,78,106
88425,52,116
88472,60,121
88475,45,62
88488,82,108
88491,78,100
88540,64,82
88549,69,119
88575,71,74
88595,84,162
88604,69,85
88617,79,85
88621,32,53
88625,74,118
88637,26,28
88642,80,98
88659,42,56
88670,173,148
88688,68,102
88698,80,90
88713,44,61
88716,38,53
88722,70,114
88725,86,90
88726,76,80
88743,35,44
88749,74,61
88768,171,115
88777,63,85
88809,121,143
88811,45,63
88815,53,73
88816,73,104
88825,80,85
88832,25,27
88840,63,91
88850,37,55
88880,46,49
88885,85,97
88888,68,79
88898,80,112
88907,38,55
88915,34,62
88922,83,108
88930,46,56
88933,71,96
88934,34,51
88959,51,52
88992,81,100
89005,60,78
89016,71,80
89020,67,90
89023,42,51
89025,66,87
89032,79,89
89059,50,61
89062,33,57
89078,71,79
89092,75,99
89099,70,86
89102,66,92
89125,78,68
89136,62,97
89138,37,50
89139,74,91
89142,67,80
89147,37,53
89167,42,60
89177,47,55
89179,74,142
89188,69,110
89200,69,90
89223,68,88
89244,58,79
89251,55,56
89252,75,92
89262,68,89
89282,74,96
89290,80,73
89298,35,61
89309,40,56
89319,30,51
89339,63,98
89368,86,90
89374,48,42
89383,68,105
89402,32,27
89409,69,90
89416,75,109
89417,40,51
89421,71,76
89422,43,45
89429,38,54
89434,90,103
89455,83,93
89458,77,90
89460,85,80
89483,73,91
89485,103,86
89508,122,142
89509,116,141
89519,102,201
89535,37,44
89541,83,80
89560,72,99
89598,74,74
89611,83,118
89614,78,108
89649,30,18
89693,41,51
89740,71,101
89745,70,153
89764,69,88
89784,65,76
89813,66,64
89816,64,79
89824,69,74
89825,75,92
89845,36,51
89852,77,72
89855,77,101
89864,68,79
89866,70,76
89881,79,105
89886,76,113
89888,62,110
89889,33,41
89892,27,45
89899,66,73
89901,92,111
89933,34,44
89934,73,99
89947,65,83
89953,48,49
89954,35,52
89963,39,45
89971,78,112
89987,46,89
89992,42,48
90010,86,106
90016,39,61
90018,69,77
90027,84,106
90036,71,94
90041,33,49
90049,77,98
90052,81,102
90058,61,79
90077,90,98
90097,77,102
90111,89,92
90112,74,91
90120,42,54
90121,76,77
90133,48,49
90135,83,82
90145,77,99
90171,70,95
90183,67,81
90185,81,98
90206,76,77
90219,84,105
90258,46,53
90259,67,77
90268,69,75
90278,70,85
90310,80,87
90311,63,93
90325,72,90
90332,76,114
90340,39,51
90354,75,90
90371,70,82
90378,66,75
