neuron_id,in_degree,out_degree
720575941545440392,8,16
720575941546065032,41,26
720575941546773640,23,33
720575941549283839,56,24
720575941549840702,35,9
720575941552783495,40,45
720575941556372516,29,24
720575941583511518,76,18
720575941588018942,56,20
720575941592094422,39,48
720575941610583260,39,19
720575941612053094,128,59
720575941628591330,47,11
720575941665603059,21,29
720575941687929307,25,36
720575941723242042,104,134
720575941350374960,3,12
720575941482323651,85,153
720575941527099981,148,72
720575941536210581,73,8
720575941555120612,298,4
720575941556338916,46,133
720575941569529458,361,9
720575941630620576,77,12
720575941643100754,383,7
720575941645041313,381,10
720575941350393904,71,19
720575941433194254,31,41
720575941456201887,341,7
720575941459347411,384,8
720575941465484566,219,8
720575941471955264,500,214
720575941479658831,191,1
720575941483845954,252,5
720575941486464066,126,1
720575941495356286,252,10
720575941512798796,67,20
720575941513173763,384,5
720575941516770670,375,10
720575941532728195,466,220
720575941565459095,32,18
720575941580669817,365,10
720575941583601886,238,87
720575941624155644,342,15
720575941630940642,381,8
720575941732789547,180,2
720575941350395952,65,73
720575941413872924,35,28
720575941428412809,159,24
720575941437157676,37,40
720575941438748351,113,21
720575941449258106,117,48
720575941449449294,13,17
720575941456273567,24,28
720575941457431280,87,45
720575941459097503,335,81
720575941470536715,58,62
720575941474413873,111,20
720575941474595370,170,1
720575941475711518,20,29
720575941475745898,418,7
720575941484346621,97,124
720575941488811468,23,46
720575941489673420,202,10
720575941489677001,61,69
720575941491136718,20,39
720575941498696354,54,16
720575941499420555,75,16
720575941505725790,81,26
720575941507787024,75,15
720575941511275986,209,63
720575941511393233,273,157
720575941512987129,88,36
720575941513791820,43,37
720575941516842094,86,15
720575941516848750,55,56
720575941516873838,20,52
720575941523100491,89,42
720575941524114276,316,144
720575941529753476,102,43
720575941530298315,60,81
720575941534726376,43,12
720575941535943178,101,139
720575941546727713,152,20
720575941547394081,403,9
720575941552496641,73,43
720575941559285619,11,10
720575941562464866,52,52
720575941563450678,29,20
720575941568726004,61,25
720575941569335802,95,44
720575941569376250,119,37
720575941569548402,115,4
720575941571896477,47,7
720575941575753910,65,58
720575941589863735,96,44
720575941589954871,27,38
720575941604155638,253,708
720575941608350794,99,45
720575941608900585,44,10
720575941614874325,94,58
720575941629172716,207,7
720575941629348844,14,10
720575941630302405,167,17
720575941631945452,73,100
720575941633028549,275,724
720575941641490258,37,10
720575941642542241,74,94
720575941655597785,404,16
720575941662449020,46,13
720575941668742567,24,47
720575941350396464,32,50
720575941393495446,33,87
720575941408456110,24,20
720575941437396012,51,46
720575941445838356,16,41
720575941461969107,24,47
720575941477897346,17,36
720575941485196752,32,31
720575941498948425,69,47
720575941499725986,43,31
720575941501027819,212,1
720575941516654552,8,2
720575941519213016,192,72
720575941529322884,51,0
720575941537166997,89,44
720575941537490813,35,48
720575941537501160,142,95
720575941539172501,29,38
720575941539226866,112,132
720575941553011739,13,43
720575941559947279,62,46
720575941566802170,84,43
720575941569599602,74,108
720575941571420667,55,41
720575941575681718,237,71
720575941579804661,100,50
720575941631975621,108,59
720575941642936696,38,32
720575941703124698,19,46
720575941350409264,57,55
720575941394069654,73,22
720575941426616148,54,25
720575941428209912,44,29
720575941429512151,54,50
720575941431580686,37,18
720575941436955103,66,1
720575941437564757,73,42
720575941439063503,57,22
720575941439083983,38,25
720575941440464219,62,38
720575941447786574,37,11
720575941453512499,17,0
720575941458873796,56,38
720575941470077047,66,33
720575941471909440,30,45
720575941475696746,40,25
720575941478399850,132,284
720575941479098819,68,10
720575941499426699,47,35
720575941499750818,35,40
720575941503499755,35,30
720575941503638578,46,42
720575941504447813,30,18
720575941516761516,46,46
720575941533831194,54,24
720575941542412805,320,9
720575941547315060,322,11
720575941555256833,48,2
720575941556222628,62,19
720575941558635053,64,46
720575941562043392,85,35
720575941562338823,17,25
720575941563253814,52,35
720575941563318070,41,22
720575941565378919,151,7
720575941567639922,49,16
720575941576986705,44,18
720575941578442841,49,24
720575941579868917,139,121
720575941583646430,54,39
720575941594213927,19,20
720575941653521169,25,36
720575941659675704,56,8
720575941350413360,29,25
720575941431019695,208,6
720575941431228664,186,98
720575941436960735,240,2
720575941470082423,300,12
720575941476543297,204,66
720575941478288864,63,20
720575941482712506,33,20
720575941484211642,287,240
720575941490705865,177,113
720575941502853719,182,106
720575941505891422,174,3
720575941506034049,198,13
720575941518867566,363,186
720575941519971511,174,4
720575941534913112,154,70
720575941535897098,256,3
720575941540253309,155,106
720575941568355066,217,7
720575941572062729,205,57
720575941573687049,291,12
720575941574851510,273,116
720575941633087648,206,141
720575941651527409,41,23
720575941688487948,153,73
720575941350420016,44,43
720575941390280452,50,39
720575941410018159,124,108
720575941414456212,83,92
720575941459422623,177,3
720575941462096528,125,0
720575941464904982,57,40
720575941471300448,216,1
720575941474467633,198,251
720575941480223456,201,110
720575941483139514,274,143
720575941491494606,55,0
720575941494963582,238,12
720575941497881417,144,4
720575941501707714,73,36
720575941501785538,45,4
720575941501800642,91,32
720575941501921419,144,3
720575941507217989,136,107
720575941512020178,41,32
720575941519664856,246,1
720575941528429496,93,82
720575941532424170,75,35
720575941543655173,128,51
720575941545357161,55,40
720575941547505544,174,70
720575941563842663,92,137
720575941567651186,44,38
720575941573913960,199,61
720575941574383247,70,1
720575941574626973,128,1
720575941574745865,199,188
720575941583441503,91,64
720575941585920646,237,131
720575941587334199,66,7
720575941589997623,139,156
720575941593817302,66,61
720575941603710649,135,134
720575941611054154,134,8
720575941645317832,109,345
720575941651507217,113,47
720575941653191153,36,44
720575941658392344,192,6
720575941670593703,170,67
720575941350424112,26,35
720575941351164464,267,105
720575941411208875,26,18
720575941414465684,236,218
720575941416629276,91,79
720575941429389921,11,11
720575941430149551,51,22
720575941433175328,29,16
720575941451775815,43,12
720575941468707805,127,83
720575941472457568,83,235
720575941478467458,26,16
720575941480073923,38,33
720575941485593094,61,27
720575941493541063,87,96
720575941497292923,51,30
720575941498037065,143,302
720575941506003735,51,22
720575941508464082,17,16
720575941511264466,222,151
720575941540147229,115,80
720575941545126505,26,33
720575941548082824,115,85
720575941551992859,21,12
720575941592867880,60,37
720575941603753401,115,73
720575941603755961,339,291
720575941609460141,58,22
720575941610455785,135,122
720575941610613724,30,21
720575941611981229,61,131
720575941626759532,176,207
720575941654938585,208,191
720575941687927003,29,21
720575941703181786,200,111
720575941350427696,28,24
720575941450520745,62,19
720575941477593409,101,89
720575941482212605,69,73
720575941484965698,208,74
720575941486437442,105,124
720575941487488821,171,60
720575941500465547,95,157
720575941504549170,44,46
720575941521516107,86,54
720575941539355517,361,242
720575941557885455,51,28
720575941563541351,150,51
720575941565368366,41,46
720575941571900232,243,138
720575941571901512,111,155
720575941586697438,56,147
720575941589794046,151,69
720575941593749541,228,101
720575941595882609,82,91
720575941612695213,232,84
720575941619906431,101,89
720575941633064389,107,143
720575941633562811,128,216
720575941645095585,65,49
720575941350441008,27,24
720575941414908561,53,108
720575941457147206,133,91
720575941470067063,63,54
720575941475357738,117,119
720575941489125351,189,4
720575941490856880,24,19
720575941508375390,70,274
720575941518351543,13,14
720575941529004420,107,486
720575941535331338,121,70
720575941549448225,345,218
720575941554764196,15,15
720575941579809013,159,286
720575941583208582,34,26
720575941602224574,10,12
720575941628607202,40,17
720575941642638792,37,19
720575941658602520,93,81
720575941689784283,101,77
720575941350441264,36,39
720575941390243332,11,20
720575941428335444,19,33
720575941429283681,232,100
720575941431789999,276,87
720575941438389292,202,121
720575941452177833,34,17
720575941452213811,58,23
720575941471301728,237,6
720575941474493470,15,14
720575941505496610,167,0
720575941507478145,26,16
720575941514055059,24,25
720575941518344375,36,22
720575941525728002,47,24
720575941526389124,38,59
720575941536838170,415,444
720575941554562714,135,224
720575941557579502,126,77
720575941563184040,439,475
720575941566480487,82,169
720575941576954961,51,16
720575941577432409,51,64
720575941605024109,19,25
720575941605025133,10,11
720575941609351341,119,23
720575941609482854,34,27
720575941625202796,19,31
720575941626932774,23,29
720575941629354220,29,18
720575941642429029,86,59
720575941642545825,65,46
720575941665474803,38,66
720575941685621004,51,13
720575941700434394,8,31
720575941350443312,14,31
720575941413468052,43,42
720575941414478484,289,12
720575941431976718,258,6
720575941439393343,97,129
720575941453310121,165,199
720575941459025860,88,90
720575941477189662,137,166
720575941493231536,353,18
720575941498006857,201,117
720575941498007625,115,123
720575941504434114,237,127
720575941515421443,261,222
720575941518834348,89,85
720575941524856164,237,6
720575941526860966,24,11
720575941529821368,109,86
720575941549240319,64,40
720575941555212954,341,252
720575941558893806,117,0
720575941564236130,17,12
720575941564553479,33,45
720575941589952055,6,16
720575941598915008,227,238
720575941624168444,158,124
720575941631750597,47,7
720575941632311739,114,0
720575941634236347,282,8
720575941652511473,202,48
720575941680809917,152,128
720575941688644726,105,79
720575941689495515,91,2
720575941350455344,10,5
720575941391425540,28,27
720575941468647133,50,51
720575941473385770,34,32
720575941532317571,32,21
720575941562546834,24,44
720575941350471472,29,30
720575941352934192,74,42
720575941352943152,146,361
720575941436003616,205,15
720575941447806740,95,46
720575941449779381,156,85
720575941456063472,59,5
720575941471159671,250,99
720575941477365044,77,64
720575941479913635,53,31
720575941482927814,58,13
720575941486424386,243,96
720575941507218014,77,22
720575941511417041,51,7
720575941512568131,36,14
720575941516712558,102,24
720575941517726936,169,4
720575941519179480,163,2
720575941538750077,121,56
720575941552471297,145,72
720575941553598180,229,74
720575941557341967,44,13
720575941569777822,32,13
720575941593516651,107,30
720575941594415217,47,26
720575941611319017,234,7
720575941618260607,121,1
720575941663492476,176,113
720575941679001021,140,13
720575941350473008,2,1
720575941558960143,43,37
720575941350482992,31,40
720575941402129008,26,20
720575941412565615,54,70
720575941439565023,58,53
720575941447805716,37,37
720575941449728949,159,167
720575941451926906,99,73
720575941455311085,105,90
720575941456643053,68,45
720575941460254163,85,81
720575941474518814,49,30
720575941474616106,124,92
720575941475791210,62,51
720575941483884429,97,61
720575941490688201,92,103
720575941504482117,49,18
720575941506550693,55,60
720575941515620195,164,77
720575941518237656,35,41
720575941524212324,58,45
720575941526646786,70,27
720575941529814968,78,61
720575941546387388,135,73
720575941547426484,54,50
720575941548078216,80,93
720575941554879642,125,68
720575941561419053,45,49
720575941563843175,56,49
720575941578154577,87,49
720575941592172758,114,108
720575941595938161,84,44
720575941603733689,82,89
720575941606687341,103,83
720575941611989165,112,98
720575941616572629,83,69
720575941626088347,53,50
720575941629729062,187,101
720575941667251699,89,75
720575941687599478,85,85
720575941690998680,28,54
720575941723926586,112,112
720575941350526512,35,13
720575941472077888,95,60
720575941474792234,102,64
720575941486786054,97,166
720575941496583040,50,58
720575941496746112,32,40
720575941503803479,32,16
720575941536721946,60,133
720575941537929699,133,116
720575941546624188,65,118
720575941573927325,16,13
720575941574922397,54,114
720575941604293310,68,73
720575941655816916,77,39
720575941350528560,36,33
720575941390994948,72,7
720575941400283171,2,2
720575941400792867,99,80
720575941404812656,46,97
720575941453555625,51,81
720575941459221919,41,48
720575941469097335,9,3
720575941491949543,156,89
720575941493551024,53,121
720575941498577225,107,85
720575941502310795,149,34
720575941503564860,31,23
720575941503590706,90,7
720575941505645602,54,32
720575941507042689,98,87
720575941507457349,54,115
720575941513463116,108,50
720575941525735938,46,19
720575941536625434,57,94
720575941543031069,43,104
720575941547441213,101,43
720575941553644004,33,31
720575941565309191,52,62
720575941566328886,111,130
720575941572564894,52,66
720575941579360377,39,34
720575941588402500,30,40
720575941608514122,32,45
720575941620188799,159,132
720575941623499978,46,106
720575941639429237,92,82
720575941663006520,132,101
720575941668268531,74,9
720575941350531376,45,19
720575941401316387,99,45
720575941429801135,84,35
720575941430904713,42,64
720575941450716494,47,63
720575941461674436,134,124
720575941474236202,48,13
720575941478585450,171,135
720575941486470722,10,29
720575941506352407,21,34
720575941513096012,50,24
720575941516357881,60,75
720575941526723609,34,22
720575941561757997,68,92
720575941574859017,52,41
720575941579616081,53,47
720575941623850122,17,36
720575941690874331,34,32
720575941690964888,59,63
720575941701235930,244,197
720575941350550320,2,2
720575941455536435,353,118
720575941593765672,491,243
720575941350568496,8,25
720575941408856879,518,377
720575941416654620,163,128
720575941431071113,430,208
720575941432274647,243,239
720575941437805653,16,21
720575941444930986,346,151
720575941456137887,3,23
720575941528979844,626,185
720575941537641933,63,49
720575941537860989,237,287
720575941542749788,602,193
720575941553999387,598,216
720575941557376164,138,68
720575941578509401,512,397
720575941579847925,55,44
720575941590867819,134,100
720575941595208325,36,31
720575941633493691,114,41
720575941645207496,167,55
720575941645792968,451,175
720575941654998233,731,298
720575941655519444,220,118
720575941660767100,116,40
720575941350569776,7,15
720575941471112567,371,627
720575941485705478,399,157
720575941510502928,303,283
720575941564122466,67,98
720575941565522839,63,59
720575941605268333,56,55
720575941609459046,209,160
720575941350604336,2,24
720575941393745046,223,217
720575941413893148,180,130
720575941438421292,157,57
720575941438463532,229,157
720575941449745333,625,200
720575941456664301,117,51
720575941474952001,131,81
720575941476173105,189,71
720575941513151953,123,86
720575941536520218,146,147
720575941552515073,52,56
720575941563874728,601,111
720575941574250235,537,443
720575941640899173,102,88
720575941650742289,78,75
720575941654987225,222,264
720575941669792689,137,92
720575941688486156,211,253
720575941350764336,1,2
720575941487783888,287,219
720575941540405629,382,413
720575941350878768,43,78
720575941405938735,134,106
720575941406137135,62,72
720575941408776239,175,120
720575941410243439,53,48
720575941412066961,133,97
720575941412215407,100,99
720575941430544376,37,32
720575941432818574,53,50
720575941433435534,53,58
720575941437061695,31,18
720575941439306587,144,106
720575941456733165,47,32
720575941462627341,35,20
720575941464459094,85,1
720575941469330955,73,3
720575941470006749,126,132
720575941478646435,48,31
720575941481976774,56,35
720575941486817286,127,115
720575941487990480,62,62
720575941496157639,151,103
720575941496363593,37,21
720575941500369826,137,4
720575941503895746,56,67
720575941506374309,128,118
720575941510433296,56,89
720575941511289676,60,53
720575941512674883,30,22
720575941516727000,61,71
720575941519016046,26,23
720575941520626099,40,23
720575941524126978,37,29
720575941534744001,62,51
720575941536436250,290,87
720575941538236541,31,15
720575941538250979,132,23
720575941539276181,58,29
720575941547117748,78,1
720575941548680308,55,56
720575941549544766,36,30
720575941551738247,137,103
720575941552414526,64,75
720575941552623873,97,85
720575941553743844,58,60
720575941556150500,151,89
720575941556156900,115,4
720575941557402350,140,90
720575941557738355,54,60
720575941560263981,104,1
720575941562298368,61,86
720575941563499830,40,69
720575941564468487,197,141
720575941566154599,156,101
720575941567044455,91,4
720575941567211378,31,24
720575941567274740,288,110
720575941570167540,161,139
720575941571817480,40,29
720575941573294088,99,84
720575941574135912,155,97
720575941574840585,39,37
720575941575965800,129,101
720575941576021081,48,71
720575941579242321,54,49
720575941593470315,109,3
720575941595424369,37,13
720575941596730501,38,29
720575941610969162,110,2
720575941632076219,54,59
720575941632499616,125,101
720575941634142395,97,1
720575941641679461,37,34
720575941642841505,54,58
720575941655607508,129,123
720575941670198183,36,18
720575941688447756,84,6
720575941730092331,43,31
720575941730684971,165,99
720575941350890544,16,34
720575941436996882,108,60
720575941445392148,39,15
720575941458334163,155,11
720575941471916864,21,25
720575941473974587,15,31
720575941479224003,93,44
720575941487828533,15,19
720575941489038311,30,22
720575941498971105,99,198
720575941503451301,195,11
720575941507664144,47,25
720575941512880643,196,7
720575941514148867,94,162
720575941524522340,176,3
720575941538255587,48,34
720575941561304978,24,31
720575941563316022,65,20
720575941567030516,35,31
720575941575048040,142,0
720575941577426265,59,30
720575941579017337,38,24
720575941604343737,70,38
720575941608991050,271,18
720575941609235302,27,43
720575941614737877,51,20
720575941618366079,453,257
720575941626940710,48,28
720575941633071008,19,18
720575941649828629,36,14
720575941350979376,32,28
720575941401716003,145,109
720575941406411694,38,28
720575941408624175,29,23
720575941429094136,35,33
720575941429594327,111,98
720575941429871457,26,26
720575941433724960,155,111
720575941440517467,30,34
720575941469446208,27,32
720575941472496682,31,29
720575941494468992,30,26
720575941496648673,34,28
720575941537560296,24,23
720575941550301758,28,25
720575941552021019,41,32
720575941562891618,26,26
720575941572568841,34,31
720575941573257103,31,27
720575941586776542,19,22
720575941624018826,22,23
720575941625721401,30,23
720575941629717228,23,23
720575941630884256,28,25
720575941651541009,26,24
720575941351040048,9,3
720575941526277378,46,64
720575941565942423,129,58
720575941633862331,1586,1844
720575941351040304,36,32
720575941407900975,56,38
720575941408530223,49,55
720575941432245207,56,40
720575941438613215,33,21
720575941440583253,215,183
720575941441886811,181,180
720575941447879188,53,59
720575941452945735,79,57
720575941456322207,126,133
720575941458808048,103,156
720575941480772259,172,162
720575941488741068,60,63
720575941497888481,68,49
720575941503193916,25,23
720575941503566898,40,46
720575941507983710,27,21
720575941514559564,64,53
720575941526661890,108,149
720575941533223690,35,70
720575941555066451,91,118
720575941576562792,169,183
720575941590551294,49,56
720575941595910257,86,52
720575941602940406,71,59
720575941611341898,170,172
720575941611978925,213,246
720575941614894037,115,84
720575941624198140,84,99
720575941624212732,195,256
720575941625561196,199,172
720575941633537979,85,145
720575941723204666,127,100
720575941351045936,5,4
720575941438421036,51,26
720575941449653853,38,24
720575941513230585,26,15
720575941351118640,6,3
720575941529202820,151,191
720575941539358613,1542,1858
720575941611766374,10,9
720575941351123760,5,1
720575941460127302,233,132
720575941351164208,8,11
720575941411061419,9,13
720575941431268193,33,11
720575941478127210,25,22
720575941503007723,40,17
720575941523060727,96,44
720575941526459492,9,19
720575941542567453,13,7
720575941549136161,57,50
720575941561532072,29,45
720575941569591796,20,5
720575941581225849,20,38
720575941390702742,64,15
720575941408442542,101,37
720575941410034859,183,3
720575941414228881,221,75
720575941429231969,159,67
720575941431154647,52,0
720575941437468735,63,59
720575941438414610,208,83
720575941438427154,259,165
720575941445324564,29,2
720575941445350164,141,70
720575941447103669,221,10
720575941451566714,197,257
720575941451840425,121,2
720575941452311977,54,48
720575941459650960,25,20
720575941462470544,176,133
720575941466751062,33,64
720575941468970304,29,21
720575941470212471,330,6
720575941474565428,42,10
720575941479160771,48,23
720575941483505082,134,95
720575941487853877,3,6
720575941495663488,152,36
720575941496149473,199,3
720575941497641953,50,66
720575941498748489,150,9
720575941505223845,206,54
720575941505970561,89,25
720575941507350306,163,207
720575941508463826,210,71
720575941513841475,136,90
720575941514557539,179,51
720575941514708739,19,11
720575941516031660,209,0
720575941517889708,133,0
720575941519786679,248,92
720575941524186187,146,66
720575941525308582,312,7
720575941525792100,53,32
720575941526736740,55,42
720575941531470821,116,1
720575941532464562,23,0
720575941532468458,3,6
720575941534081880,10,4
720575941535151338,75,36
720575941537831144,238,211
720575941538082453,240,5
720575941540281213,9,4
720575941547115656,48,30
720575941557506286,158,87
720575941558973166,48,26
720575941561208232,128,0
720575941562065920,60,1
720575941562125568,189,48
720575941562209938,70,34
720575941562959511,58,61
720575941568170542,187,124
720575941569583474,93,118
720575941572050077,142,1
720575941572076445,12,0
720575941574549768,72,193
720575941574698249,95,47
720575941575517288,64,15
720575941584447839,179,64
720575941584932486,186,3
720575941589487500,127,69
720575941592588325,28,14
720575941597665472,100,111
720575941602293177,67,1
720575941609489385,18,7
720575941610941670,105,39
720575941612097811,180,138
720575941617206997,23,8
720575941621675516,22,6
720575941625549211,66,0
720575941628629218,108,98
720575941630145989,242,1
720575941630972140,105,144
720575941633243067,133,3
720575941642396792,51,26
720575941645322440,99,53
720575941649966577,104,47
720575941651528177,172,2
720575941655736344,140,3
720575941656324944,327,228
720575941657954072,44,80
720575941665281011,32,0
720575941678533309,192,103
720575941681023421,169,134
720575941690941080,87,74
720575941702153178,83,31
720575941351169072,7,1
720575941473739616,8,10
720575941351169840,7,17
720575941402168611,66,26
720575941428004180,3,5
720575941431580664,44,40
720575941439289311,54,7
720575941448490516,43,16
720575941468050966,16,115
720575941477564977,167,94
720575941498883707,6,5
720575941545873852,127,72
720575941560753523,81,34
720575941564922112,5,5
720575941573838664,3,2
720575941579173465,501,138
720575941591256318,4,4
720575941591950988,420,132
720575941614085907,19,6
720575941703578586,6,3
720575941351170352,6,10
720575941450584186,6,7
720575941490402761,22,10
720575941497510217,14,13
720575941502394091,18,32
720575941520935351,11,7
720575941533166680,91,40
720575941537008922,11,7
720575941567773742,13,2
720575941568284274,12,23
720575941689438360,28,23
720575941351173168,8,5
720575941486683202,73,43
720575941567929714,4,3
720575941568989178,30,42
720575941574379165,8,4
720575941611040745,13,12
720575941351173424,5,9
720575941489076277,69,53
720575941503252018,10,10
720575941515629667,1452,134
720575941526929485,1705,976
720575941546174088,108,96
720575941570481822,41,19
720575941573369672,27,16
720575941590882046,827,1133
720575941610258665,86,16
720575941351174704,21,50
720575941393227414,10,18
720575941430588001,11,0
720575941430636937,20,13
720575941438729516,7,2
720575941439653951,12,4
720575941443183018,237,129
720575941447291924,139,11
720575941453756841,220,52
720575941455879408,15,9
720575941476742705,7,12
720575941477858922,15,12
720575941482956986,26,10
720575941483354109,26,7
720575941486974786,753,259
720575941488525621,20,14
720575941498363298,8,4
720575941504644924,25,10
720575941506633822,97,11
720575941506829989,91,183
720575941513775171,19,14
720575941514542691,14,5
720575941514916089,5,6
720575941516190355,8,3
720575941516536825,652,187
720575941520763575,18,10
720575941525646413,13,10
720575941538036200,799,266
720575941542542365,17,13
720575941543381765,17,19
720575941555910308,7,3
720575941563951623,24,17
720575941568456436,10,18
720575941573203272,376,157
720575941573430173,17,13
720575941579301969,4,3
720575941592699350,102,137
720575941610367977,8,5
720575941625790316,11,17
720575941637248629,14,8
720575941638599285,10,7
720575941639746079,114,10
720575941642900897,88,52
720575941658500176,9,17
720575941658609232,12,3
720575941660862520,127,71
720575941668101619,27,18
720575941687348086,13,18
720575941688097519,122,90
720575941690247064,96,126
720575941702452954,13,9
720575941351178288,11,14
720575941481947834,130,58
720575941496017607,40,20
720575941511985617,13,13
720575941550259967,27,18
720575941558007055,6,12
720575941563490962,38,18
720575941568179450,30,6
720575941572761864,10,11
720575941580061817,20,8
720575941589066308,12,3
720575941590917886,555,1127
720575941591606412,61,23
720575941642739282,11,12
720575941654172433,44,18
720575941351179824,3,7
720575941402207779,393,23
720575941471704695,349,178
720575941477574193,22,12
720575941485766541,19,14
720575941498884219,355,49
720575941524781643,139,116
720575941574695311,19,17
720575941351182640,36,13
720575941428715695,90,10
720575941449185205,116,10
720575941468551901,92,12
720575941479138467,29,39
720575941534584920,25,15
720575941540143997,154,82
720575941551745563,108,14
720575941555566244,86,57
720575941572575240,15,25
720575941584611974,54,20
720575941606505069,19,20
720575941610825062,8,3
720575941624593819,15,19
720575941351183664,7,11
720575941409104302,14,13
720575941431422712,601,362
720575941480149472,97,66
720575941504726066,8,15
720575941510663122,52,18
720575941518548184,7,20
720575941520903859,9,4
720575941597236124,54,13
720575941629498082,71,42
720575941631459308,60,14
720575941688054390,9,9
720575941351188272,11,9
720575941408380719,48,13
720575941432495630,74,8
720575941589840183,65,26
720575941610182889,22,13
720575941626186186,587,107
720575941688977932,1723,1194
720575941351189040,26,13
720575941447592468,128,100
720575941459192223,69,23
720575941474149728,150,140
720575941488524085,131,27
720575941503762263,1308,563
720575941526921497,173,274
720575941534848088,1282,609
720575941576351670,282,167
720575941584372614,71,27
720575941598982185,44,26
720575941688990171,73,28
720575941689012120,115,56
720575941351191344,13,16
720575941446054932,53,35
720575941459293139,23,16
720575941463462413,29,5
720575941472030048,89,35
720575941479010922,16,3
720575941482928058,33,20
720575941490913993,455,245
720575941514153818,135,22
720575941531867877,12,27
720575941577871953,14,8
720575941584387550,25,17
720575941591018792,15,10
720575941661599356,14,9
720575941688701659,4,5
720575941351191856,15,8
720575941504593724,120,100
720575941509945616,14,17
720575941522761975,17,5
720575941539241421,64,18
720575941351206960,8,10
720575941400314659,13,39
720575941475819038,31,9
720575941535787496,84,65
720575941535971610,67,13
720575941537206165,5,8
720575941572483486,25,12
720575941581903737,348,194
720575941588986622,17,12
720575941595323687,72,59
720575941596727452,27,10
720575941351220784,5,1
720575941594814321,113,24
720575941351226160,3,9
720575941457321887,6,7
720575941483493818,2,4
720575941491377639,7,5
720575941504467260,6,2
720575941513450307,12,20
720575941525124708,2,4
